block,range,reg,rw,pnum,name,desc,lo,hi,unit,res,obj,rvs61,rvs21
,,"teehs ""noitpircseDllocotorP"" ]ced[",W/R,rebmuN,retemaraP,noitpircseD,timiL,timiL,tinU,noituloseR,tcejbO,16SVR,12SVR
,,ees( sserddA,,,,,rewoL,reppU,,,,,
,,retsigeR,,,,/noitaremunE,,,,,,,
,,BdM,,,,,,,,,,,
Time prog heating circuit 2,0x9800..0x9BFFBL,39994,R/W,,Thursday 3rd phase on Thursday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39995,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39996,R/W,"521, 522",Friday 1st phase on Friday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39997,R/W,,Friday 2nd phase on Friday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39998,R/W,,Friday 3rd phase on Friday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39999,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40000,R/W,"521, 522",Saturday 1st phase on Saturday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40001,R/W,,Saturday 2nd phase on Saturday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40002,R/W,,Saturday 3rd phase on Saturday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40003,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40004,R/W,"521, 522",Sunday 1st phase on Sunday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40005,R/W,,Sunday 2nd phase on Sunday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40006,R/W,,Sunday 3rd phase on Sunday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40007,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,40008,R/W,536,Default values,x 0: No,0,1,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40040,R/W,"541, 542",Monday 1st phase on Monday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40041,R/W,,Monday 2nd phase on Monday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40042,R/W,,Monday 3rd phase on Monday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40043,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40044,R/W,"541, 542",Tuesday 1st phase on Tuesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40045,R/W,,Tuesday 2nd phase on Tuesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40046,R/W,,Tuesday 3rd phase on Tuesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40047,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40048,R/W,"541, 542",Wednesday 1st phase on Wednesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40049,R/W,,Wednesday 2nd phase on Wednesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40050,R/W,,Wednesday 3rd phase on Wednesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40051,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40052,R/W,"541, 542",Thursday 1st phase on Thursday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40053,R/W,,Thursday 2nd phase on Thursday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40054,R/W,,Thursday 3rd phase on Thursday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40055,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40056,R/W,"541, 542",Friday 1st phase on Friday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40057,R/W,,Friday 2nd phase on Friday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40058,R/W,,Friday 3rd phase on Friday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40059,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40060,R/W,"541, 542",Saturday 1st phase on Saturday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40061,R/W,,Saturday 2nd phase on Saturday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40062,R/W,,Saturday 3rd phase on Saturday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40063,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40064,R/W,"541, 542",Sunday 1st phase on Sunday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40065,R/W,,Sunday 2nd phase on Sunday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40066,R/W,,Sunday 3rd phase on Sunday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40067,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 3/HC3,0x9800..0x9BFFBL,40068,R/W,556,Default values,x 0: No | 1: Yes,0,1,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40080,R/W,"561, 562",Monday 1st phase on Monday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40081,R/W,,Monday 2nd phase on Monday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40082,R/W,,Monday 3rd phase on Monday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40083,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40084,R/W,"561, 562",Tuesday 1st phase on Tuesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40085,R/W,,Tuesday 2nd phase on Tuesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40086,R/W,,Tuesday 3rd phase on Tuesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40087,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40088,R/W,"561, 562",Wednesday 1st phase on Wednesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40089,R/W,,Wednesday 2nd phase on Wednesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40090,R/W,,Wednesday 3rd phase on Wednesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40091,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40092,R/W,"561, 562",Thursday 1st phase on Thursday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40093,R/W,,Thursday 2nd phase on Thursday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40094,R/W,,Thursday 3rd phase on Thursday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40095,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40096,R/W,"561, 562",Friday 1st phase on Friday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40097,R/W,,Friday 2nd phase on Friday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40098,R/W,,Friday 3rd phase on Friday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40099,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40100,R/W,"561, 562",Saturday 1st phase on Saturday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40101,R/W,,Saturday 2nd phase on Saturday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40102,R/W,,Saturday 3rd phase on Saturday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40103,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40104,R/W,"561, 562",Sunday 1st phase on Sunday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40105,R/W,,Sunday 2nd phase on Sunday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40106,R/W,,Sunday 3rd phase on Sunday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40107,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 4 / DHW,0x9800..0x9BFFBL,40108,R/W,576,Default values,x 0: No | 1: Yes,0,1,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40140,R/W,"601, 602",Monday 1st phase on Monday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40141,R/W,,Monday 2nd phase on Monday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40142,R/W,,Monday 3rd phase on Monday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40143,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40144,R/W,"601, 602",Tuesday 1st phase on Tuesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40145,R/W,,Tuesday 2nd phase on Tuesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40146,R/W,,Tuesday 3rd phase on Tuesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40147,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40148,R/W,"601, 602",Wednesday 1st phase on Wednesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40149,R/W,,Wednesday 2nd phase on Wednesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40150,R/W,,Wednesday 3rd phase on Wednesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40151,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40152,R/W,"601, 602",Thursday 1st phase on Thursday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40153,R/W,,Thursday 2nd phase on Thursday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40154,R/W,,Thursday 3rd phase on Thursday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40155,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40156,R/W,"601, 602",Friday 1st phase on Friday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40157,R/W,,Friday 2nd phase on Friday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40158,R/W,,Friday 3rd phase on Friday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40159,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40160,R/W,"601, 602",Saturday 1st phase on Saturday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40161,R/W,,Saturday 2nd phase on Saturday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40162,R/W,,Saturday 3rd phase on Saturday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40163,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40164,R/W,"601, 602",Sunday 1st phase on Sunday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40165,R/W,,Sunday 2nd phase on Sunday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40166,R/W,,Sunday 3rd phase on Sunday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time program 5,0x9800..0x9BFFBL,40167,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time program 5,0x9800..0x9BFFBL,40168,R/W,616,Default values,x 0: No | 1: Yes,0,1,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40400,R/W,642,Holidays Start 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40401,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40402,R/W,643,Holidays Ende 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40403,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40404,R/W,642,Holidays Start 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40405,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40406,R/W,643,Holidays Ende 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40407,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40408,R/W,642,Holidays Start 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40409,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40410,R/W,643,Holidays Ende 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40411,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40412,R/W,642,Holidays Start 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40413,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40414,R/W,643,Holidays Ende 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40415,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40416,R/W,642,Holidays Start 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40417,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40418,R/W,643,Holidays Ende 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40419,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40420,R/W,642,Holidays Start 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40421,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40422,R/W,643,Holidays Ende 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40423,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40424,R/W,642,Holidays Start 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40425,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40426,R/W,643,Holidays Ende 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40427,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40428,R/W,642,Holidays Start 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40429,R/W,642,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40430,R/W,643,Holidays Ende 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40431,R/W,643,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40432,R/W,648,Holidays Operating level,x 0: Frost protection | 1: Reduced,0,1,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40440,R/W,652,Holidays Start 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40441,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40442,R/W,653,Holidays Ende 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40443,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40444,R/W,652,Holidays Start 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
